Place_ID,Nombre,Tipo_Principal,Todos_Tipos,Dirección,Rating,Total_Ratings,Abierto_Ahora,Horarios,Teléfono,Sitio_Web,Latitud,Longitud
ChIJkwhUjSGR05ERYITnY8QgM2g,Hostal Nomada,lodging,"lodging, point_of_interest, establishment","Eugenio Espejo &, Baños de Agua Santa",3.8,70,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 554 4521,,-1.3960071,-78.4237785
ChIJdQZmHyKR05ERTy6vI9ZpJg4,Erupcion Backpackers Hostel,lodging,"lodging, bar, point_of_interest, establishment","Maldonado entre Oriente y Espejo, Baños de Agua Santa",4.3,134,,No disponible,099 622 9449,,-1.3963314,-78.42376809999999
ChIJf9VBGCKR05ERBaJjMCh7jNU,Hostal Dulce Amanecer,lodging,"lodging, point_of_interest, establishment",Banos,4.2,438,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,,-1.3960532,-78.4237552
ChIJGVy4GyKR05ERASAY7Oi3Aj4,Hostal D'Mathias,lodging,"lodging, point_of_interest, establishment","Calle Espejo Entre Maldonado y, Thomas Halflants, Baños de Agua Santa",4.6,341,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 638 8630,,-1.396005,-78.4235886
ChIJ84QFqRiR05ERy48KCofz_oY,Hostal Don Diego,lodging,"lodging, point_of_interest, establishment","Vía a Baños, Baños de Agua Santa",4.1,187,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 235 0397,,-1.3950655,-78.4236456
ChIJAf3cqRiR05ERQDx8wINsu9s,Hotel Puerta De Alcalá,lodging,"lodging, point_of_interest, establishment",Banos,3.6,72,,No disponible,,,-1.3951546,-78.42357679999999
ChIJrZu8V-WR05ERH6k1_GWysDo,Hotel,lodging,"lodging, point_of_interest, establishment","JH3G+RGP, E30, Baños de Agua Santa",4.5,2,,No disponible,,,-1.395423,-78.4236593
ChIJ4SbnKDGR05ERkYXeWqbqvW4,Hostal California AC.DC,lodging,"lodging, point_of_interest, establishment","Diagonal al terminal, Amazonas, y, Baños de Agua Santa",4.0,4,,No disponible,099 186 4714,,-1.3950237,-78.42350789999999
ChIJ3W69HSKR05ERQjt_z7Yy1kc,Hostal Grand Imperio,lodging,"lodging, point_of_interest, establishment","JH3G+HCG, Eugenio Espejo, Baños de Agua Santa",4.1,61,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,274-2491,,-1.3960665,-78.4239343
ChIJe_5VPQCR05ERB-Gw5rQlqvI,Don Diego Comida De Casa,restaurant,"restaurant, food, point_of_interest, establishment","JH4G+2H3, Banos",5.0,1,True,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,,,-1.3949937,-78.4235899
ChIJW6LnAiKR05ERhR8tpOs4_uU,Cafeteria La Casa Vieja,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+PFP, Pedro Vicente Maldonado, Baños de Agua Santa",4.9,9,False,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM,099 687 6591,,-1.3956594,-78.42380519999999
ChIJteLhlrqR05ERJOUFwEWFch4,Chocolate Empanada,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+QG7, Banos",4.4,7,True,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: Closed,,,-1.3955914,-78.4237103
ChIJY3SCEAWR05ERlHhWKq7y9w8,Mar Sol,restaurant,"restaurant, food, point_of_interest, establishment","Avenida Amazonas, Baños de Agua Santa",5.0,2,True,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:30 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:30 PM,098 774 0478,,-1.395226,-78.42349279999999
ChIJe3h_iu2R05ERzsK6yBkfXgY,Los Pollos De la Tri,restaurant,"restaurant, food, point_of_interest, establishment",Banos,4.1,8,False,Monday: 10:30 AM – 10:30 PM; Tuesday: 10:30 AM – 10:30 PM; Wednesday: 10:30 AM – 10:30 PM; Thursday: 10:30 AM – 10:30 PM; Friday: 10:30 AM – 10:30 PM; Saturday: 10:30 AM – 10:30 PM; Sunday: 10:30 AM – 10:30 PM,098 704 7707,https://www.lospollosdelatri.com.ec/banos/,-1.3958293,-78.4237948
ChIJaUGPwoKR05ERfkbm0ABKXU0,La Paila de Oro,restaurant,"restaurant, food, point_of_interest, establishment","Avenida Amazonas &, Baños de Agua Santa",5.0,2,False,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 7:00 PM; Saturday: 11:00 AM – 7:00 PM; Sunday: 11:00 AM – 7:00 PM,099 258 8191,,-1.3950162,-78.423341
ChIJIbvBqRiR05ERnSYEWe7sUxY,"Marisqueria ""Almeja Traviesa""",restaurant,"restaurant, food, point_of_interest, establishment","JH3G+HFX, Banos",4.2,52,True,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: Closed; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,,,-1.39601,-78.423752
ChIJnW3LIQCR05ERhQnElEo4YD8,Sobredosis del Sabor,restaurant,"restaurant, food, point_of_interest, establishment","Avenida Amazonas &, Baños de Agua Santa",5.0,1,,No disponible,,,-1.3950081,-78.4232593
ChIJ8cUGOnqR05ERo6DnsSOQPew,Restaurante Marisqueria Marcelitos,restaurant,"restaurant, food, point_of_interest, establishment","Dirección, Avenida Amazonas, Baños de Agua Santa",1.0,1,,No disponible,095 980 9209,,-1.3950319,-78.4231978
ChIJX2krUPqR05ERah2RWqpOG74,Patagonia Choripan,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+QM7, Thomas Halflants, Baños de Agua Santa",5.0,2,False,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 10:00 PM; Saturday: 5:00 – 10:00 PM; Sunday: Closed,099 890 1241,,-1.3955924,-78.42333140000001
ChIJrdGkEwCR05ER5DhuixcWZf4,Neptuno Marisquería & Parrilladas,restaurant,"restaurant, food, point_of_interest, establishment","Eugenio Espejo &, Baños de Agua Santa",5.0,5,True,Monday: 8:00 AM – 3:00 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 11:00 PM; Friday: 8:00 AM – 11:00 PM; Saturday: 8:00 AM – 11:00 PM; Sunday: 8:00 AM – 11:00 PM,096 932 3727,https://www.buentrip.app/ecuador/neptuno-marisqueria-banos-ecuador,-1.3959963,-78.4235964
ChIJKx-6DyKR05ER75cQpeYUeIo,Ave Fenix Picanteria,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+PPF, Banos",4.8,19,True,Monday: 8:30 AM – 8:30 PM; Tuesday: 8:30 AM – 8:30 PM; Wednesday: 8:30 AM – 8:30 PM; Thursday: 8:30 AM – 8:30 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:30 AM – 8:30 PM,099 577 8253,,-1.3956802,-78.42319359999999
ChIJmSukSIeR05ERDCuiQ07qUU0,Garden House hostal,lodging,"lodging, restaurant, food, point_of_interest, establishment","Pedro Vicente Maldonado, Baños de Agua Santa",4.2,30,,No disponible,096 049 6555,,-1.3963435,-78.4237697
ChIJndMyYbSR05ER3c7yZC1CP_A,El sabor de Soñita,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+CFC, Banos",4.4,20,,No disponible,,,-1.3964489,-78.4238572
ChIJO3hCiWGR05ERsTxrjSF3Pjg,The Palace Grill,restaurant,"restaurant, food, point_of_interest, establishment","EC Tomas Halflants, Avenida Amazonas",4.7,3,False,Monday: 12:00 – 11:30 PM; Tuesday: 12:00 – 11:30 PM; Wednesday: 12:00 – 11:30 PM; Thursday: 12:00 – 11:30 PM; Friday: 7:30 AM – 11:30 PM; Saturday: 7:30 AM – 11:30 PM; Sunday: 7:30 AM – 11:30 PM,099 868 5434,,-1.3950119,-78.4229396
ChIJZXzx5RiR05ER_09CE1_J4Rw,Café Colibrí l Cafetería de Especialidad,cafe,"art_gallery, bakery, meal_takeaway, cafe, museum, restaurant, food, store, point_of_interest, establishment","Maldonado y Espejo, Baños de Agua Santa",4.8,260,True,Monday: 7:30 AM – 7:30 PM; Tuesday: 7:30 AM – 7:30 PM; Wednesday: 7:30 AM – 7:30 PM; Thursday: 7:30 AM – 7:30 PM; Friday: 7:30 AM – 7:30 PM; Saturday: 7:30 AM – 8:30 PM; Sunday: 7:30 AM – 7:30 PM,098 468 7581,,-1.3963988,-78.4237291
ChIJ2QMlHP2R05ERfho2jHZn2PY,La Tradición de Doña Rebe,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+99Q, Banos",,0,True,Monday: Closed; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 8:00 AM – 7:00 PM; Sunday: 8:00 AM – 7:00 PM,,,-1.3965491,-78.42400210000001
ChIJEdze5diR05ER_uBI7TjF1Ac,Sam Fast Food,restaurant,"restaurant, food, point_of_interest, establishment","Calle Thomás Halflants, y, Baños de Agua Santa",4.9,11,False,Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: Closed; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 10:00 PM; Saturday: 5:00 – 10:00 PM; Sunday: 5:00 – 10:00 PM,098 000 7701,,-1.3961199,-78.4233082
ChIJRZWCBQCR05ERYsKw410YWUw,Licorería la última y nos vamos,bar,"bar, point_of_interest, establishment","JH3G+HFX, Eugenio Espejo, Baños de Agua Santa",,0,,No disponible,,,-1.3960071,-78.4237785
ChIJS75glBaR05ER412sVrq786w,Tradición Chocolate,cafe,"cafe, food, store, point_of_interest, establishment","Eugenio Espejo 15, Baños de Agua Santa",4.5,12,True,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 12:16 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,,,-1.3957687,-78.4238045
ChIJsweiHiKR05ER35nkQoQeb38,El Golosito,cafe,"cafe, food, point_of_interest, establishment","JH3G+GGM, Pedro Vicente Maldonado, Baños de Agua Santa",4.5,13,True,Monday: 7:30 AM – 10:00 PM; Tuesday: 7:30 AM – 10:00 PM; Wednesday: 7:30 AM – 10:00 PM; Thursday: 7:30 AM – 10:00 PM; Friday: 7:30 AM – 10:00 PM; Saturday: 7:30 AM – 10:00 PM; Sunday: 7:30 AM – 10:00 PM,(03) 274-2084,,-1.3961569,-78.4236995
ChIJW6tRHiKR05ERV-Jm4H02Lck,"Delicious ""Los Bolones de la Maldonado""",cafe,"cafe, food, point_of_interest, establishment","JH3G+FC4, Banos",4.2,6,True,Monday: 8:30 AM – 1:00 PM; Tuesday: 8:30 AM – 1:00 PM; Wednesday: 8:30 AM – 1:00 PM; Thursday: 8:30 AM – 1:00 PM; Friday: 8:30 AM – 1:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: 8:30 AM – 1:00 PM,099 814 4918,,-1.3963696,-78.4239128
ChIJOw2EHyKR05ERLJU3kTAEFNk,Tortas de Margarita,cafe,"cafe, food, point_of_interest, establishment","JH3G+FC4, Banos",5.0,1,True,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: Closed,098 453 0059,,-1.3963701,-78.42391239999999
ChIJoYj2AACR05ERAGpFJ6E3ZsM,ESENCIA CAFETERÍA Y HOSPEDAJE,cafe,"cafe, food, store, point_of_interest, establishment","E30 8, Baños de Agua Santa",4.6,5,True,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,098 420 0043,,-1.3934395,-78.42452399999999
ChIJd8ke76yR05ERSGPUQMAfNtE,Cardenas Coffee,cafe,"cafe, food, store, point_of_interest, establishment",Banos,5.0,8,True,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: Closed; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,099 907 2451,https://cardenas.coffee/,-1.3959998,-78.42341420000001
ChIJP8d6MACR05ER9VFpRvs3g8s,Manabi De Mis Amores,cafe,"cafe, food, store, point_of_interest, establishment","Avenida Amazonas &, Baños de Agua Santa",5.0,1,True,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,098 168 6992,https://www.facebook.com/manabi.de.mis.amores.2023?mibextid=2JQ9oc,-1.395007,-78.4229412
ChIJzxZHNSKR05EREWyQsF6MbNQ,CHEBASTOUR ADVENTURES | TOURS BAÑOS DE AGUA SANTA | CASCADAS | CANYONING | CANOPY | QUITO BAÑOS | BUS BAÑOS |CHIVAS,tourist_attraction,"tourist_attraction, travel_agency, point_of_interest, establishment","Eugenio Espejo, Baños de Agua Santa",4.6,49,True,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,099 852 5469,http://www.chebastour.com/,-1.3959938,-78.4232102
ChIJtaH9cSKR05ERCYzyJkDtiyY,Hotel Donde Ivan,lodging,"lodging, point_of_interest, establishment","Eloy Alfaro, 10-22 y espejo, Baños de Agua Santa",4.5,206,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 464 5766,https://hoteldondeivanbanos.com/,-1.3954249,-78.4220581
ChIJ_TsN8CGR05ER6hFcpHSZYHY,CharVic Hostel,lodging,"lodging, point_of_interest, establishment","JH3G+7CX, Pedro Vicente Maldonado, Banos, Oriente, Baños de Agua Santa",3.8,95,,No disponible,(03) 274-2258,http://www.tomabelas.com/,-1.3967569,-78.4238773
ChIJe1FkGvuR05ERKv2MJ_Z2Khg,D' Eline,lodging,"lodging, point_of_interest, establishment","Avenida Amazonas &, Baños de Agua Santa",5.0,1,,No disponible,,,-1.395342,-78.42324669999999
ChIJZVQrlqCR05ERalz_rvPeKuw,La Casa Del Cañon,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,098 385 4446,https://www.facebook.com/profile.php?id=100091339766772&mibextid=ZbWKwL,-1.3952326,-78.42285120000001
ChIJq6rqGyKR05ERhy343h7Nun4,Hostal Viajero's,lodging,"travel_agency, lodging, point_of_interest, establishment","Eugenio Espejo, y, Baños de Agua Santa",4.6,108,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 761 7529,,-1.3959828,-78.4236
ChIJAWwzJQuR05ERDMPf6jepB90,LA CASA DE BEATRIZ Airbnb,lodging,"lodging, point_of_interest, establishment","Eugenio Espejo, Baños de Agua Santa",4.5,6,,No disponible,098 498 6245,https://www.turismobaños.com/,-1.395999,-78.4236008
ChIJzR3VABmR05ERVxvtDd2dfhM,Hostal Maria Jose,lodging,"lodging, point_of_interest, establishment","entre Espejo y Oriente, Pedro Vicente Maldonado, Baños de Agua Santa",4.1,43,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 994 5708,,-1.396242,-78.42387889999999
ChIJy_yQpJKR05ERb2IwPbXNT-U,HOSTAL D'MARCO,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",4.8,8,,No disponible,098 743 4093,,-1.3952046,-78.4223057
ChIJgRsfnxiR05ERjQdwiS-Z-p4,La Hueca Baños,restaurant,"restaurant, food, point_of_interest, establishment","E30, Baños de Agua Santa",4.3,89,False,Monday: 12:00 – 10:30 PM; Tuesday: 12:00 – 10:30 PM; Wednesday: 12:00 – 4:30 PM; Thursday: 12:00 – 10:30 PM; Friday: 12:00 – 10:30 PM; Saturday: 12:00 – 10:30 PM; Sunday: Closed,098 781 8895,,-1.3952468,-78.4228895
ChIJU1bbPdWR05EREG2G82lyNrA,L.S Pizza fast & hot de la mejor,restaurant,"restaurant, food, point_of_interest, establishment","Dentro del terminal turístico de Chivas, Eugenio Espejo, Baños de Agua Santa",3.8,4,False,Monday: Closed; Tuesday: 4:30 – 11:35 PM; Wednesday: 4:30 – 11:35 PM; Thursday: 4:30 – 11:35 PM; Friday: 4:00 PM – 3:00 AM; Saturday: 4:00 PM – 3:00 AM; Sunday: 4:00 – 10:00 PM,096 204 7033,,-1.3959923,-78.42308129999999
ChIJWxbi0mqR05ER0dD0qaowi94,Pizzeria Piolín,restaurant,"restaurant, food, point_of_interest, establishment","Eugenio Espejo, y, Baños de Agua Santa",4.9,101,False,Monday: 3:00 PM – 3:00 AM; Tuesday: 3:00 PM – 3:00 AM; Wednesday: 3:00 PM – 3:00 AM; Thursday: 3:00 PM – 3:00 AM; Friday: 3:00 PM – 3:00 AM; Saturday: 3:00 PM – 3:00 AM; Sunday: 3:00 PM – 3:00 AM,095 929 6764,,-1.3959779,-78.4229919
ChIJ23gYxtCR05ERAXMMfrNSRrY,SABOR DORADO fast food,restaurant,"meal_delivery, restaurant, food, point_of_interest, establishment",Banos,5.0,39,,No disponible,099 542 6054,https://instagram.com/sabordorado2023?igshid=OGQ5ZDc2ODk2ZA==,-1.3960977,-78.423019
ChIJrZdtvBSR05ERgA_7eBv0OeQ,GLOW BEER BAR FOOD,bar,"bar, restaurant, food, point_of_interest, establishment","JH3H+M26, Eugenio Espejo, Baños de Agua Santa",4.5,2,False,Monday: 12:00 PM – 12:00 AM; Tuesday: 12:00 PM – 12:00 AM; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 PM – 12:00 AM,098 593 1236,https://www.facebook.com/GLOW-Beer-Bar-Fod-106451131542352,-1.395837,-78.4224862
ChIJpW8U3RqR05ERfBKiW6jBBfo,Rincón del Gato Baños,bar,"bar, point_of_interest, establishment","Eugenio Espejo entre Eloy Alfaro y, Thomas Halflants, Baños de Agua Santa",4.8,20,False,Monday: Closed; Tuesday: 3:00 PM – 12:00 AM; Wednesday: 3:00 PM – 12:00 AM; Thursday: 3:00 PM – 12:00 AM; Friday: 3:00 PM – 2:00 AM; Saturday: 3:00 PM – 2:00 AM; Sunday: Closed,098 483 4100,,-1.3959993,-78.4226511
ChIJuQXecSWR05ER-3tmTH4mqfw,Babilonia Shot ́s Bar,bar,"bar, point_of_interest, establishment","JH3H+M27, Calle Eloy Alfaro, y, Baños de Agua Santa",,0,False,Monday: Closed; Tuesday: Closed; Wednesday: 6:00 PM – 2:00 AM; Thursday: 6:00 PM – 2:00 AM; Friday: 6:00 PM – 2:00 AM; Saturday: 6:00 PM – 2:00 AM; Sunday: Closed,098 296 2214,,-1.3958348,-78.4224687
ChIJa8-VguCR05ERkfZFbFPd2xU,Chino chingon,bar,"bar, point_of_interest, establishment","Eugenio espejo con, Eloy Alfaro, Baños de Agua Santa",4.4,31,False,Monday: 3:30 PM – 3:00 AM; Tuesday: 3:00 PM – 3:00 AM; Wednesday: 3:30 PM – 3:00 AM; Thursday: 4:00 PM – 3:00 AM; Friday: 4:00 PM – 3:00 AM; Saturday: 4:00 PM – 3:00 AM; Sunday: 3:00 PM – 3:00 AM,099 174 7927,,-1.3958333,-78.4224565
ChIJ6wQr3cqR05ERJHLViBvkA6k,Willian Mariño,bar,"bar, point_of_interest, establishment","Eloy Alfaro, y, Baños de Agua Santa",,0,False,Monday: 4:00 PM – 2:00 AM; Tuesday: 4:15 PM – 2:00 AM; Wednesday: 4:00 PM – 2:00 AM; Thursday: 4:00 PM – 2:00 AM; Friday: 4:00 PM – 2:00 AM; Saturday: 4:00 PM – 2:00 AM; Sunday: 4:00 PM – 2:00 AM,099 549 5465,,-1.3961066,-78.4224189
ChIJqVWmdYyR05ER4XBQoyKRXLw,BARRIL MADERO,bar,"bar, point_of_interest, establishment","JH3H+J2H, Eugenio Espejo, Baños de Agua Santa",5.0,44,,No disponible,,,-1.3961226,-78.42241109999999
ChIJz8hMa82R05ERAnxSWp2zV7E,La Fabrica_Micheladas & Wings,bar,"bar, restaurant, food, point_of_interest, establishment","eloy alfaro, y, Baños de Agua Santa",5.0,11,False,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 3:00 AM; Saturday: 5:00 PM – 3:00 AM; Sunday: 5:00 PM – 2:00 AM,095 929 8709,,-1.395283,-78.42197039999999
ChIJ_21CieCR05ERJaMmYd7Pvrg,TEQUILA BANEÑOjj,bar,"bar, point_of_interest, establishment","JH3H+G3R, Eloy Alfaro, Baños de Agua Santa",4.3,35,True,Monday: 7:00 AM – 2:00 AM; Tuesday: 7:00 AM – 2:00 AM; Wednesday: 7:00 AM – 2:00 AM; Thursday: 7:00 AM – 2:00 AM; Friday: 7:00 AM – 2:00 AM; Saturday: 7:00 AM – 2:00 AM; Sunday: Closed,099 685 3863,,-1.3961328,-78.42236319999999
ChIJEef37tWR05ERyMx7rzn2S-U,Bar de Sharon,bar,"bar, point_of_interest, establishment","Oriente 1132, Baños de Agua Santa",5.0,3,,No disponible,,,-1.39596,-78.4222273
ChIJLShZAbuR05ERXblqO8X7cyk,Vakú Gastrobar,bar,"bar, restaurant, food, point_of_interest, establishment","JH3G+9VX, Oriente, Baños de Agua Santa",4.5,2,False,Monday: Closed; Tuesday: Closed; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 5:30 PM – 12:00 AM; Saturday: 7:00 AM – 12:00 AM; Sunday: 7:00 AM – 10:30 PM,098 486 0690,,-1.3965072,-78.4227583
ChIJvxq4gaOR05EREkQ3WeBWl04,JUCA CAFÉ,cafe,"cafe, food, store, point_of_interest, establishment","Baños, Calles Thomas Halflants entre Oriente, y, Baños de Agua Santa",4.0,2,True,Monday: 7:00 AM – 9:30 PM; Tuesday: 7:00 AM – 9:30 PM; Wednesday: 7:00 AM – 9:30 PM; Thursday: 7:00 AM – 9:30 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,098 713 2240,,-1.3962936,-78.423289
ChIJq0OhZSKR05ERgHZjgS4ORUg,Hostal Cañalimeña,lodging,"lodging, point_of_interest, establishment","Eugenio Espejo, Baños de Agua Santa",4.3,125,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,(03) 274-1701,,-1.3957281,-78.4215948
ChIJWenWRSKR05ERTHqA9pBXQlg,Hostal Los Andes,lodging,"lodging, point_of_interest, establishment","JH3H+926, Oriente, Baños de Agua Santa",4.0,40,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 358 2470,,-1.396596,-78.4224966
ChIJI3wkZSKR05ERGQ_-yeXCaxY,Hotel Santiago,lodging,"lodging, point_of_interest, establishment","JH3H+M8F, Eugenio Espejo, Baños de Agua Santa",,0,,No disponible,098 331 8822,,-1.3958059,-78.4217158
ChIJgfaJRSKR05ERxK8Ps8atZCw,Hostal Las Palmas,lodging,"lodging, point_of_interest, establishment","a 2 cuadras de la catedral, Eloy Alfaro, Baños de Agua Santa",3.5,13,,No disponible,098 147 2389,,-1.3962525,-78.42221479999999
ChIJRyNMiBiR05ERZFJvjwDv4bU,Hotel El Quinde,lodging,"lodging, point_of_interest, establishment","JH4H+8CF, Banos",4.2,177,,No disponible,098 404 2936,https://www.elquindehotel.com/,-1.3941816,-78.4214683
ChIJmeAHwGOR05ERcg9wxPjPsow,Hostal Casa Montoya,lodging,"lodging, point_of_interest, establishment","JH3H+Q54, Eugenio Espejo, Baños de Agua Santa",3.9,263,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,(03) 274-1667,,-1.3958225,-78.4223724
ChIJ9-FbMtGR05ERRPO0P1xxCyw,La Posada del Viajero,lodging,"lodging, point_of_interest, establishment","calle eloy alfaro s/n y calle julio cañar Baños del, Baños de Agua Santa",4.3,12,True,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: 6:00 AM – 12:00 AM,096 017 2333,,-1.3951563,-78.4217767
ChIJt_3KiqeR05ERtkjz7hG6SYc,Departamentos Vacacionales en Baños,lodging,"lodging, point_of_interest, establishment","Eloy Alfaro, y, Baños de Agua Santa",,0,,No disponible,099 896 1214,,-1.3959363,-78.4223118
